,Employee_ID,Age,Gender,Education_Level,Industry,Job_Role,Years_Experience,AI_Adoption_Level,Automation_Risk,Upskilling_Required,Salary_Before_AI,Salary_After_AI,Job_Status,Work_Hours_Per_Week,Remote_Work,Job_Satisfaction,Productivity_Change_%,Salary_Change,Salary_Change_%,Experience_Level,Impact_Level,Is_Replaced
319,E0320,29,Female,Master,Marketing,Seo specialist,7,High,High,False,65144,67043,Modified,51,False,6,-7.66,1899,2.9150804371853125,Senior,High,False
320,E0321,25,Other,Phd,Finance,Auditor,3,Medium,High,False,89560,106392,Unchanged,52,False,4,8.7,16832,18.794104510942386,Mid,High,False
321,E0322,42,Other,Phd,Marketing,Digital marketer,17,Low,High,True,55227,56395,Unchanged,47,False,7,-13.16,1168,2.1149075633295307,Senior,High,False
322,E0323,53,Other,High school,Education,Teacher,28,High,Medium,False,87866,72598,Modified,52,True,9,-13.35,-15268,-17.376459608949993,Senior,Medium,False
323,E0324,30,Female,Master,Manufacturing,Machine operator,8,High,Medium,False,100119,106050,Modified,52,True,8,6.36,5931,5.923950498906302,Senior,Medium,False
324,E0325,51,Female,Phd,Marketing,Digital marketer,26,Low,Medium,True,76804,80751,Modified,51,False,7,9.76,3947,5.139055257538669,Senior,Medium,False
325,E0326,56,Male,Master,Manufacturing,Supervisor,33,High,Medium,False,78758,104556,Modified,49,False,4,-4.49,25798,32.7560374819066,Senior,Medium,False
326,E0327,42,Other,Master,Retail,Store manager,16,Low,High,False,45997,49506,Unchanged,41,False,9,23.71,3509,7.628758397286779,Senior,High,False
327,E0328,53,Male,High school,It,Software engineer,29,Medium,Low,False,87941,99017,Unchanged,47,False,4,-3.84,11076,12.594807882557625,Senior,Low,False
328,E0329,23,Male,Phd,Finance,Investment analyst,0,Low,Medium,False,85731,91960,Modified,53,True,9,-7.19,6229,7.265749845446805,Junior,Medium,False
329,E0330,45,Female,Master,Education,Teacher,20,High,High,False,87804,92022,Replaced,35,True,5,25.49,4218,4.803881372147055,Senior,High,True
330,E0331,40,Female,Master,Marketing,Digital marketer,14,High,High,True,59725,79075,Replaced,39,True,9,18.18,19350,32.39849309334449,Senior,High,True
331,E0332,29,Other,Master,Finance,Investment analyst,6,High,Low,False,95095,90150,Unchanged,35,False,6,23.59,-4945,-5.200063094799937,Mid,Low,False
332,E0333,56,Male,Master,Healthcare,Doctor,33,High,Medium,False,98056,111102,Modified,41,False,5,23.98,13046,13.304642245247614,Senior,Medium,False
333,E0334,48,Male,High school,Education,Administrator,25,High,Low,False,61656,63207,Unchanged,38,True,8,12.32,1551,2.5155702608018684,Senior,Low,False
334,E0335,47,Female,High school,Marketing,Digital marketer,24,Low,Medium,False,40805,43861,Modified,36,True,7,-19.34,3056,7.489278274721236,Senior,Medium,False
335,E0336,41,Female,Master,Finance,Accountant,17,Medium,Medium,True,66751,63057,Modified,53,False,7,-1.66,-3694,-5.533999490644335,Senior,Medium,False
336,E0337,25,Other,High school,Retail,Store manager,0,High,Medium,False,48313,64339,Modified,39,False,8,15.58,16026,33.17119615838387,Junior,Medium,False
337,E0338,42,Male,Phd,Retail,Sales associate,16,Medium,High,False,110073,119525,Unchanged,47,False,6,1.33,9452,8.587028608287229,Senior,High,False
338,E0339,38,Other,Master,Finance,Accountant,13,Medium,High,False,66060,72183,Unchanged,50,False,4,-16.11,6123,9.268846503178928,Senior,High,False
339,E0340,25,Female,Phd,Finance,Investment analyst,2,Medium,Low,False,46029,52541,Unchanged,53,True,3,-3.81,6512,14.147602598361903,Junior,Low,False
340,E0341,40,Other,Bachelor,Retail,Store manager,14,Medium,High,True,92539,105075,Unchanged,38,True,5,22.46,12536,13.546720842023364,Senior,High,False
341,E0342,57,Male,Bachelor,Healthcare,Nurse,35,Medium,Medium,True,106256,98454,Modified,49,True,5,-6.76,-7802,-7.342644180093359,Senior,Medium,False
342,E0343,54,Other,Bachelor,Manufacturing,Machine operator,32,High,Medium,False,75253,88926,Modified,49,False,8,27.14,13673,18.16937530729672,Senior,Medium,False
343,E0344,35,Female,High school,Healthcare,Nurse,10,Low,High,True,87418,92750,Unchanged,39,True,3,37.02,5332,6.099430323274383,Senior,High,False
344,E0345,31,Male,Master,Healthcare,Technician,8,Medium,Low,True,76850,69768,Unchanged,47,True,8,-18.55,-7082,-9.215354586857515,Senior,Low,False
345,E0346,38,Female,Bachelor,Healthcare,Nurse,14,High,Low,True,113820,144500,Unchanged,37,False,8,-16.63,30680,26.9548409769812,Senior,Low,False
346,E0347,47,Other,Master,Healthcare,Doctor,23,Low,Medium,False,92812,94599,Modified,44,True,7,8.85,1787,1.9253975778994095,Senior,Medium,False
347,E0348,57,Other,Phd,It,Data analyst,34,High,Low,False,49715,41258,Unchanged,37,True,3,34.23,-8457,-17.010962486171174,Senior,Low,False
348,E0349,45,Female,Bachelor,Finance,Auditor,23,Low,Medium,True,73619,78391,Modified,46,False,6,-10.47,4772,6.482022304024776,Senior,Medium,False
349,E0350,52,Male,High school,Retail,Sales associate,27,Low,Medium,True,43975,44890,Modified,46,False,4,-19.2,915,2.0807276861853325,Senior,Medium,False
350,E0351,51,Other,Phd,It,Data analyst,26,High,Low,False,30162,29117,Unchanged,44,False,8,27.23,-1045,-3.464624361779723,Senior,Low,False
351,E0352,52,Other,High school,Marketing,Digital marketer,29,Medium,Medium,True,37896,42936,Modified,47,False,6,-16.08,5040,13.299556681443953,Senior,Medium,False
352,E0353,41,Female,Bachelor,Marketing,Seo specialist,18,High,High,False,48681,55359,Replaced,52,True,3,0.76,6678,13.717877611388426,Senior,High,True
353,E0354,48,Other,Bachelor,Finance,Accountant,25,Low,Medium,True,37927,39150,Modified,50,False,9,-12.32,1223,3.224615709125425,Senior,Medium,False
354,E0355,42,Female,Phd,Manufacturing,Supervisor,19,Low,Medium,True,107465,108842,Modified,39,True,4,-4.39,1377,1.2813474154375843,Senior,Medium,False
355,E0356,42,Female,Bachelor,Retail,Cashier,19,Medium,High,False,58228,63832,Unchanged,51,True,5,-8.11,5604,9.624235762863227,Senior,High,False
356,E0357,46,Other,Phd,Healthcare,Technician,20,Medium,Medium,True,59055,70287,Modified,35,False,4,-9.02,11232,19.019558039116077,Senior,Medium,False
357,E0358,25,Male,Bachelor,Retail,Store manager,2,Low,High,True,45352,48870,Unchanged,51,False,7,13.67,3518,7.757100017639795,Junior,High,False
358,E0359,55,Other,Master,Retail,Sales associate,30,Low,Medium,False,53481,55159,Modified,51,False,3,27.5,1678,3.1375628727959457,Senior,Medium,False
359,E0360,55,Female,Bachelor,Retail,Sales associate,32,High,Medium,True,99184,104855,Modified,50,True,3,-11.54,5671,5.717656073560252,Senior,Medium,False
360,E0361,23,Other,Master,Retail,Store manager,0,Medium,Low,False,95633,110800,Unchanged,41,False,8,7.61,15167,15.859588217456317,Junior,Low,False
361,E0362,33,Female,Bachelor,Retail,Sales associate,8,Medium,High,True,100202,103986,Unchanged,51,False,9,-16.88,3784,3.7763717291072036,Senior,High,False
362,E0363,42,Other,Bachelor,It,Devops engineer,17,Medium,Low,False,104905,104806,Unchanged,49,False,7,25.41,-99,-0.09437109765978742,Senior,Low,False
363,E0364,36,Male,High school,Manufacturing,Supervisor,11,High,Medium,True,44939,42840,Modified,42,False,4,36.8,-2099,-4.6707759407196425,Senior,Medium,False
364,E0365,49,Other,Phd,Finance,Investment analyst,26,Medium,High,False,59118,63005,Unchanged,37,False,6,-14.35,3887,6.574985621976386,Senior,High,False
365,E0366,54,Male,Bachelor,Education,Administrator,31,High,Medium,False,71971,92051,Modified,52,True,5,2.32,20080,27.900126439816038,Senior,Medium,False
366,E0367,40,Male,Phd,Retail,Cashier,14,Low,Medium,True,32551,31835,Modified,43,True,6,-14.36,-716,-2.1996252035267734,Senior,Medium,False
367,E0368,58,Male,Phd,It,Data analyst,32,Medium,Medium,False,37239,42429,Modified,50,True,8,3.76,5190,13.937001530653347,Senior,Medium,False
368,E0369,39,Other,Phd,It,Software engineer,16,Medium,Low,True,36971,40992,Unchanged,41,False,5,27.6,4021,10.87609207216467,Senior,Low,False
369,E0370,24,Male,Phd,Education,Professor,0,Low,Low,False,109473,106772,Unchanged,35,False,9,10.42,-2701,-2.4672750358535898,Junior,Low,False
370,E0371,29,Male,Bachelor,Healthcare,Nurse,3,Low,High,False,47071,45791,Unchanged,40,False,8,6.42,-1280,-2.7192963820611418,Mid,High,False
371,E0372,40,Other,Bachelor,Retail,Sales associate,18,Medium,Medium,False,92987,104323,Modified,35,False,9,-0.82,11336,12.190951423317237,Senior,Medium,False
372,E0373,42,Other,Master,Marketing,Content creator,16,Low,Low,False,86481,84309,Unchanged,39,False,3,32.92,-2172,-2.511534325458771,Senior,Low,False
373,E0374,24,Other,Master,Retail,Store manager,2,Low,Low,True,56819,60108,Unchanged,39,True,5,33.42,3289,5.788556644784315,Junior,Low,False
374,E0375,49,Female,Bachelor,Education,Administrator,23,Low,Low,True,79416,85202,Unchanged,53,True,6,12.45,5786,7.285685504180519,Senior,Low,False
375,E0376,32,Other,Bachelor,Healthcare,Doctor,9,Low,Low,False,82142,86064,Unchanged,36,True,8,-1.16,3922,4.774658518175841,Senior,Low,False
376,E0377,24,Female,High school,Finance,Auditor,0,High,Low,False,42763,47691,Unchanged,35,True,7,-5.34,4928,11.523981011622196,Junior,Low,False
377,E0378,56,Other,Bachelor,Healthcare,Nurse,31,Low,Low,True,75096,79673,Unchanged,45,False,3,-8.52,4577,6.094865239160542,Senior,Low,False
378,E0379,44,Male,Bachelor,Finance,Auditor,22,Low,High,False,102516,109787,Unchanged,37,False,3,30.62,7271,7.0925514066097,Senior,High,False
379,E0380,41,Other,High school,Finance,Auditor,15,Medium,Medium,False,117969,117677,Modified,49,True,9,21.18,-292,-0.24752265425662676,Senior,Medium,False
380,E0381,27,Female,Master,Marketing,Digital marketer,5,Medium,Low,True,68547,66364,Unchanged,37,False,6,30.22,-2183,-3.1846762075656123,Mid,Low,False
381,E0382,46,Female,High school,Education,Administrator,20,Low,High,True,101906,108476,Unchanged,54,False,8,4.5,6570,6.447117932212039,Senior,High,False
382,E0383,57,Female,Phd,Education,Administrator,32,High,Low,True,53952,67960,Unchanged,47,True,9,27.31,14008,25.9638196915777,Senior,Low,False
383,E0384,39,Other,Master,Retail,Store manager,15,Low,Medium,True,116661,122565,Modified,36,True,8,13.63,5904,5.0608172396945,Senior,Medium,False
384,E0385,59,Female,Master,Retail,Sales associate,34,Medium,Low,False,116516,123972,Unchanged,48,True,5,2.82,7456,6.399121150743245,Senior,Low,False
385,E0386,41,Other,Master,Education,Administrator,19,High,High,False,38472,40505,Replaced,40,True,9,-18.37,2033,5.284362653358286,Senior,High,True
386,E0387,43,Other,High school,Education,Administrator,21,Medium,High,False,83330,99315,Unchanged,53,True,3,29.56,15985,19.182767310692427,Senior,High,False
387,E0388,49,Male,Master,Retail,Sales associate,24,High,Low,True,105948,145963,Unchanged,53,False,9,23.6,40015,37.76852795711104,Senior,Low,False
388,E0389,35,Other,Phd,Marketing,Content creator,9,Low,Low,True,109676,105316,Unchanged,43,False,3,-4.2,-4360,-3.9753455632955252,Senior,Low,False
389,E0390,46,Male,Master,Finance,Investment analyst,22,High,High,True,41240,40413,Modified,38,False,5,24.59,-827,-2.0053346265761394,Senior,High,False
390,E0391,25,Male,High school,Healthcare,Technician,0,High,Medium,False,44849,53849,Modified,43,False,9,15.59,9000,20.067337064371557,Junior,Medium,False
391,E0392,37,Other,Master,Retail,Store manager,11,High,High,True,104813,133819,Modified,37,True,5,-17.92,29006,27.67404806655663,Senior,High,False
392,E0393,42,Female,Master,Healthcare,Nurse,16,Medium,Low,True,80500,78543,Unchanged,46,True,3,-6.79,-1957,-2.431055900621118,Senior,Low,False
393,E0394,30,Female,Bachelor,Finance,Accountant,4,Medium,Low,True,76403,88670,Unchanged,35,False,7,-16.12,12267,16.05565226496342,Mid,Low,False
394,E0395,44,Female,Phd,It,Software engineer,19,Medium,Low,False,36581,37692,Unchanged,43,True,5,26.43,1111,3.037095760094038,Senior,Low,False
395,E0396,47,Female,High school,Finance,Auditor,22,High,High,False,118668,107079,Replaced,40,False,6,36.89,-11589,-9.765901506724644,Senior,High,True
396,E0397,50,Male,Phd,Retail,Cashier,26,Medium,Low,True,58803,64855,Unchanged,38,True,8,-12.1,6052,10.291991905174907,Senior,Low,False
397,E0398,33,Female,High school,Retail,Sales associate,7,High,High,False,38770,46188,Replaced,36,True,5,37.03,7418,19.133350528759347,Senior,High,True
398,E0399,22,Other,Phd,Retail,Cashier,0,Low,High,True,56512,54023,Unchanged,42,True,5,16.24,-2489,-4.4043742921857305,Junior,High,False
399,E0400,22,Male,Phd,It,Devops engineer,0,Low,Medium,True,105868,108085,Modified,48,False,5,17.35,2217,2.094117202554124,Junior,Medium,False
400,E0401,41,Male,Phd,Finance,Auditor,19,High,Low,True,36796,41292,Unchanged,51,True,8,31.25,4496,12.218719426024569,Senior,Low,False
401,E0402,29,Other,Bachelor,Manufacturing,Supervisor,5,High,Low,False,46724,49673,Unchanged,44,True,5,-6.89,2949,6.311531546956596,Mid,Low,False
402,E0403,30,Other,Phd,It,Software engineer,4,Low,Medium,True,100448,104723,Modified,53,False,5,-13.17,4275,4.255933418286078,Mid,Medium,False
403,E0404,34,Other,Master,Finance,Investment analyst,10,Medium,Low,True,111554,115478,Unchanged,47,True,3,35.77,3924,3.5175789303834915,Senior,Low,False
404,E0405,40,Other,High school,Manufacturing,Quality inspector,15,Medium,High,False,108279,119245,Unchanged,50,True,3,-4.51,10966,10.127540889738546,Senior,High,False
405,E0406,47,Male,High school,Manufacturing,Quality inspector,22,Low,High,True,33321,35260,Unchanged,48,True,9,31.77,1939,5.819153086642057,Senior,High,False
406,E0407,51,Female,High school,Healthcare,Nurse,25,Medium,High,True,96262,87807,Unchanged,52,False,4,32.3,-8455,-8.783320521077892,Senior,High,False
407,E0408,25,Other,Phd,Healthcare,Doctor,3,High,Medium,True,54995,56173,Modified,42,False,6,-12.74,1178,2.1420129102645693,Mid,Medium,False
408,E0409,54,Male,High school,Manufacturing,Supervisor,29,High,Low,True,74409,73861,Unchanged,36,True,9,24.99,-548,-0.7364700506659141,Senior,Low,False
409,E0410,50,Male,Phd,Finance,Accountant,28,Medium,Medium,True,81649,95236,Modified,48,False,4,15.92,13587,16.640742691276074,Senior,Medium,False
410,E0411,30,Male,High school,Retail,Sales associate,8,High,Low,False,76619,69195,Unchanged,36,True,7,18.27,-7424,-9.689502603792793,Senior,Low,False
411,E0412,59,Female,Phd,Finance,Accountant,35,Medium,High,True,36031,43142,Unchanged,43,False,8,29.2,7111,19.735783075684825,Senior,High,False
412,E0413,33,Male,High school,Education,Professor,9,High,Low,True,32282,35239,Unchanged,39,True,7,14.63,2957,9.15990335171303,Senior,Low,False
413,E0414,52,Female,High school,It,Devops engineer,30,Low,Low,True,102982,110449,Unchanged,45,True,4,-15.96,7467,7.250781690004078,Senior,Low,False
414,E0415,57,Other,Master,Healthcare,Doctor,33,Medium,Low,True,66268,65115,Unchanged,46,True,4,-1.62,-1153,-1.7399046296855194,Senior,Low,False
415,E0416,53,Female,High school,Finance,Investment analyst,29,High,High,False,114162,150070,Replaced,42,True,5,35.0,35908,31.453548466214677,Senior,High,True
416,E0417,53,Female,Bachelor,Education,Administrator,30,Low,High,False,96677,102075,Unchanged,41,False,4,21.3,5398,5.583541069747717,Senior,High,False
417,E0418,49,Male,High school,Manufacturing,Quality inspector,23,High,Low,False,111926,99116,Unchanged,35,True,9,33.41,-12810,-11.445061915908726,Senior,Low,False
418,E0419,41,Male,High school,It,Data analyst,17,Low,Medium,True,70379,70860,Modified,49,True,9,-19.6,481,0.6834425041560693,Senior,Medium,False
419,E0420,48,Female,High school,Finance,Accountant,24,High,Medium,False,41120,49601,Modified,36,False,6,16.35,8481,20.625,Senior,Medium,False
420,E0421,33,Male,Master,Education,Professor,11,Low,High,False,47438,49963,Unchanged,39,False,8,-11.57,2525,5.322737046249841,Senior,High,False
421,E0422,45,Male,Master,Healthcare,Doctor,21,Medium,High,False,100188,101717,Unchanged,45,False,5,-17.66,1529,1.526130873956961,Senior,High,False
422,E0423,27,Other,Phd,Manufacturing,Quality inspector,3,Medium,High,True,83161,97300,Unchanged,44,True,6,-13.03,14139,17.001960053390412,Mid,High,False
423,E0424,58,Male,Bachelor,Manufacturing,Supervisor,34,Low,Low,False,57734,58693,Unchanged,43,False,3,39.69,959,1.6610662694426162,Senior,Low,False
424,E0425,50,Male,High school,Education,Professor,24,Medium,High,True,50538,60056,Unchanged,47,False,8,3.37,9518,18.833353120424235,Senior,High,False
425,E0426,25,Female,Master,Healthcare,Doctor,0,Low,High,True,33236,33956,Unchanged,47,False,8,11.94,720,2.1663256709592007,Junior,High,False
426,E0427,44,Other,Phd,Education,Teacher,20,Low,High,False,94386,93947,Unchanged,53,False,4,-4.44,-439,-0.4651113512597207,Senior,High,False
427,E0428,42,Female,High school,It,Software engineer,17,Medium,Medium,False,104027,119548,Modified,35,False,6,12.69,15521,14.920164957174581,Senior,Medium,False
428,E0429,45,Male,Master,Retail,Store manager,19,Medium,Medium,False,85778,81073,Modified,38,True,5,29.01,-4705,-5.485089416866796,Senior,Medium,False
429,E0430,38,Other,Phd,Manufacturing,Quality inspector,14,High,Medium,True,50219,49229,Modified,53,False,7,-0.45,-990,-1.971365419462753,Senior,Medium,False
430,E0431,42,Other,Phd,Finance,Accountant,17,High,High,False,110388,119807,Modified,53,True,9,12.58,9419,8.532630358372288,Senior,High,False
431,E0432,48,Female,Master,Finance,Auditor,22,High,High,False,54842,55504,Modified,45,False,9,7.51,662,1.2071040443455745,Senior,High,False
432,E0433,49,Male,Bachelor,Retail,Store manager,23,Low,High,True,31207,30937,Unchanged,46,True,8,32.63,-270,-0.8651905021309322,Senior,High,False
433,E0434,38,Male,Bachelor,Education,Administrator,14,High,Low,True,90011,98115,Unchanged,38,True,8,31.81,8104,9.003344035728967,Senior,Low,False
434,E0435,32,Other,Master,Healthcare,Doctor,10,Medium,High,True,109063,112593,Unchanged,53,True,4,16.35,3530,3.236661379202846,Senior,High,False
435,E0436,38,Other,High school,Healthcare,Technician,14,Low,Medium,True,85220,93495,Modified,53,False,9,4.46,8275,9.710161933818352,Senior,Medium,False
436,E0437,25,Male,Phd,Finance,Auditor,0,High,Medium,True,83410,76760,Modified,54,True,7,-13.44,-6650,-7.972665148063782,Junior,Medium,False
437,E0438,38,Female,Phd,Retail,Cashier,16,Medium,High,False,92320,91353,Unchanged,40,False,5,-5.58,-967,-1.0474436741767763,Senior,High,False
438,E0439,26,Female,Master,Education,Professor,0,Medium,Medium,False,55518,60402,Modified,50,False,4,35.58,4884,8.797146871284989,Junior,Medium,False
439,E0440,53,Other,Phd,Retail,Store manager,27,Low,Medium,False,35845,37938,Modified,44,True,8,21.55,2093,5.8390291532989265,Senior,Medium,False
440,E0441,42,Male,High school,Manufacturing,Supervisor,17,High,Medium,False,41944,40570,Modified,49,False,5,-7.36,-1374,-3.2757962998283423,Senior,Medium,False
441,E0442,40,Other,Master,Finance,Accountant,17,High,High,False,40503,56574,Replaced,41,False,5,-14.61,16071,39.678542330197764,Senior,High,True
442,E0443,22,Male,High school,Healthcare,Technician,0,High,Medium,False,62792,74078,Modified,47,True,7,-15.86,11286,17.973627213657792,Junior,Medium,False
443,E0444,30,Other,High school,Finance,Accountant,8,Medium,Low,False,50131,55645,Unchanged,43,True,4,-13.74,5514,10.999182142785902,Senior,Low,False
444,E0445,35,Other,Bachelor,Healthcare,Technician,10,Medium,Medium,True,38605,35028,Modified,42,False,5,-1.63,-3577,-9.265639165911152,Senior,Medium,False
445,E0446,35,Female,Bachelor,Finance,Investment analyst,10,High,High,False,91388,125074,Replaced,53,True,5,-15.66,33686,36.860419311069286,Senior,High,True
446,E0447,59,Female,Phd,Finance,Accountant,36,Low,High,False,110807,107143,Unchanged,50,False,8,30.52,-3664,-3.306650301876235,Senior,High,False
447,E0448,23,Other,Phd,Finance,Investment analyst,0,Medium,Low,False,76092,83705,Unchanged,36,True,9,-7.33,7613,10.004993954686432,Junior,Low,False
448,E0449,24,Male,Phd,Healthcare,Technician,0,High,Low,True,53782,58399,Unchanged,43,False,8,-6.44,4617,8.584656576549774,Junior,Low,False
449,E0450,34,Other,Bachelor,Retail,Sales associate,8,Medium,Low,False,91202,99806,Unchanged,51,False,9,-12.62,8604,9.434003640271046,Senior,Low,False
450,E0451,44,Male,High school,Finance,Auditor,21,High,High,False,110905,143384,Modified,54,True,4,13.28,32479,29.285424462377712,Senior,High,False
451,E0452,35,Female,Bachelor,Marketing,Seo specialist,12,Medium,Low,True,46237,53022,Unchanged,38,False,7,28.24,6785,14.674394965071263,Senior,Low,False
452,E0453,44,Other,Bachelor,Manufacturing,Quality inspector,21,High,Low,False,104763,115031,Unchanged,52,False,4,-2.94,10268,9.80117026049273,Senior,Low,False
453,E0454,32,Female,Master,Retail,Cashier,10,High,Medium,False,109563,114106,Modified,51,False,4,-13.84,4543,4.14647280560043,Senior,Medium,False
454,E0455,50,Other,Bachelor,Finance,Investment analyst,27,Medium,High,True,80961,79572,Unchanged,52,False,3,22.42,-1389,-1.7156408641197614,Senior,High,False
455,E0456,27,Other,High school,It,Data analyst,1,Medium,Low,True,110811,124359,Unchanged,45,True,3,-1.02,13548,12.226223028399708,Junior,Low,False
456,E0457,22,Female,High school,It,Data analyst,0,Medium,Medium,True,62402,66738,Modified,38,False,6,31.99,4336,6.948495240537163,Junior,Medium,False
457,E0458,39,Other,Phd,Education,Administrator,15,Low,Low,False,73148,74125,Unchanged,46,True,5,2.64,977,1.335648274730683,Senior,Low,False
458,E0459,58,Female,Master,Retail,Store manager,36,Medium,Low,False,62441,56989,Unchanged,44,True,9,13.88,-5452,-8.731442481702727,Senior,Low,False
459,E0460,44,Female,Master,Healthcare,Doctor,18,High,Medium,False,42180,55901,Modified,46,True,5,-9.03,13721,32.529634898055946,Senior,Medium,False
460,E0461,38,Male,Phd,It,Software engineer,13,High,High,False,84040,82260,Replaced,53,True,5,-13.68,-1780,-2.1180390290337936,Senior,High,True
461,E0462,33,Female,Bachelor,Manufacturing,Supervisor,7,High,Medium,False,75968,77185,Modified,43,True,5,37.41,1217,1.6019903117101937,Senior,Medium,False
462,E0463,39,Female,High school,Education,Teacher,15,High,High,False,35355,28345,Modified,47,True,4,31.54,-7010,-19.827464290765096,Senior,High,False
463,E0464,58,Male,Master,Retail,Store manager,32,Medium,Low,False,56654,63219,Unchanged,40,True,5,2.27,6565,11.58788435061955,Senior,Low,False
464,E0465,43,Male,High school,Manufacturing,Machine operator,21,Low,Low,True,57747,60730,Unchanged,36,False,3,16.47,2983,5.165636310111347,Senior,Low,False
465,E0466,45,Male,Bachelor,Manufacturing,Supervisor,20,High,High,True,77377,96122,Modified,46,False,7,38.48,18745,24.225545058609146,Senior,High,False
466,E0467,49,Male,High school,Manufacturing,Machine operator,27,High,Low,False,104083,88595,Unchanged,47,True,3,-17.42,-15488,-14.880431962952645,Senior,Low,False
467,E0468,31,Other,High school,It,Data analyst,5,Low,High,False,92507,89267,Unchanged,47,False,7,21.28,-3240,-3.5024376533667723,Mid,High,False
468,E0469,59,Other,High school,Finance,Investment analyst,36,Medium,Low,False,72965,81196,Unchanged,37,True,3,36.93,8231,11.280751045021585,Senior,Low,False
469,E0470,24,Male,Bachelor,Finance,Auditor,2,High,Low,True,66021,63380,Unchanged,38,True,4,23.49,-2641,-4.000242347131973,Junior,Low,False
470,E0471,47,Male,Bachelor,Finance,Accountant,25,High,High,True,50307,53976,Modified,51,False,6,-3.96,3669,7.293219631462819,Senior,High,False
471,E0472,33,Male,High school,Healthcare,Technician,9,Low,Medium,True,62245,59290,Modified,43,True,4,26.21,-2955,-4.747369266607759,Senior,Medium,False
472,E0473,58,Male,Master,Finance,Auditor,32,Low,Medium,True,59336,63250,Modified,54,False,3,11.08,3914,6.596332749089928,Senior,Medium,False
473,E0474,33,Female,Master,Manufacturing,Machine operator,9,Medium,Low,False,85668,93715,Unchanged,49,True,5,38.45,8047,9.393239015735164,Senior,Low,False
474,E0475,30,Other,High school,Education,Professor,6,Medium,Low,False,118839,134877,Unchanged,42,False,7,26.82,16038,13.495569636230531,Mid,Low,False
475,E0476,43,Female,Master,Finance,Investment analyst,19,Medium,Medium,False,75671,69595,Modified,36,True,4,-6.31,-6076,-8.029496108152397,Senior,Medium,False
476,E0477,49,Female,Master,It,Data analyst,23,Low,Medium,False,63870,61248,Modified,38,True,4,20.3,-2622,-4.105213715359324,Senior,Medium,False
477,E0478,30,Male,High school,Education,Administrator,4,Medium,High,False,56423,67560,Unchanged,49,False,6,12.67,11137,19.73840455133545,Mid,High,False
478,E0479,43,Female,Bachelor,Manufacturing,Supervisor,21,Medium,Low,True,68458,76514,Unchanged,44,False,5,17.18,8056,11.76779923456718,Senior,Low,False
479,E0480,40,Female,High school,Retail,Cashier,16,Low,Low,False,85751,89643,Unchanged,45,False,5,3.29,3892,4.538722580494689,Senior,Low,False
480,E0481,22,Female,Phd,Manufacturing,Quality inspector,0,Low,Low,True,62430,67900,Unchanged,49,False,9,-2.57,5470,8.761813230818518,Junior,Low,False
481,E0482,47,Other,Master,Education,Professor,25,High,Low,False,46241,37210,Unchanged,45,True,8,17.86,-9031,-19.530286974762657,Senior,Low,False
482,E0483,54,Female,High school,Finance,Accountant,31,High,Medium,True,57045,63764,Modified,48,True,7,-5.49,6719,11.778420545183627,Senior,Medium,False
483,E0484,27,Male,Bachelor,Healthcare,Technician,4,High,Medium,False,95101,107268,Modified,37,False,8,5.97,12167,12.793766627059652,Mid,Medium,False
484,E0485,27,Other,Bachelor,Education,Administrator,1,Low,Low,True,73527,72157,Unchanged,35,False,3,-17.0,-1370,-1.863261114964571,Junior,Low,False
485,E0486,32,Male,Master,Finance,Investment analyst,6,Low,Low,True,77153,83176,Unchanged,40,False,3,-5.48,6023,7.80656617370679,Mid,Low,False
486,E0487,37,Other,Phd,Education,Administrator,12,Low,Medium,True,89234,91441,Modified,46,True,5,4.4,2207,2.4732725194432614,Senior,Medium,False
487,E0488,58,Other,Bachelor,Marketing,Digital marketer,36,High,High,True,93761,108400,Replaced,52,True,4,-15.62,14639,15.613101396102858,Senior,High,True
488,E0489,27,Male,High school,It,Data analyst,2,High,High,True,96155,122651,Modified,36,False,3,34.47,26496,27.555509333887997,Junior,High,False
489,E0490,37,Female,Master,Retail,Cashier,14,Medium,Low,True,80081,90266,Unchanged,42,False,8,-10.3,10185,12.71837264769421,Senior,Low,False
490,E0491,53,Female,Bachelor,Retail,Store manager,28,High,Low,True,93069,110228,Unchanged,54,True,4,20.0,17159,18.43685867474669,Senior,Low,False
491,E0492,43,Other,Master,Healthcare,Nurse,17,High,Medium,False,57691,46571,Modified,39,True,6,-19.46,-11120,-19.27510356901423,Senior,Medium,False
492,E0493,49,Female,Master,Healthcare,Technician,26,High,Low,False,49710,58688,Unchanged,42,False,4,-6.68,8978,18.060752363709515,Senior,Low,False
493,E0494,29,Other,Phd,Retail,Sales associate,5,Low,High,True,57413,58234,Unchanged,37,True,6,-18.25,821,1.4299897235817671,Mid,High,False
494,E0495,34,Female,Bachelor,Manufacturing,Quality inspector,8,Medium,Low,True,42297,49505,Unchanged,36,True,5,-10.77,7208,17.041397735063953,Senior,Low,False
495,E0496,22,Male,Master,It,Software engineer,0,Low,High,True,83574,84055,Unchanged,37,True,5,3.55,481,0.5755378466987341,Junior,High,False
496,E0497,48,Male,High school,Healthcare,Nurse,25,Medium,Medium,True,49149,53405,Modified,54,False,7,39.55,4256,8.65938269344239,Senior,Medium,False
497,E0498,48,Female,Bachelor,Marketing,Digital marketer,25,Medium,Low,True,93811,108274,Unchanged,47,False,6,34.13,14463,15.417168562322114,Senior,Low,False
